customer_id,gender,is_female,is_senior_citizen,partner,dependents,partner_dependents,has_phone,phone_service,phone_service_type,has_internet,internet_service,internet_service_type,has_phone_and_internet,service_type,contract_type,contract_type,payment_type,monthly_charges,Avg_monthly_charge,total_charges,Tenure_Mo,Tenure_Days,start_date,churn,has_churned,,
1324-NLTJE,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),55,54.1,757.1,14,419,20200617,Yes,TRUE,,
1564-NTYXF,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,82,80.5,1127.2,14,418,20200617,Yes,TRUE,,
1918-ZBFQJ,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,79.25,79.4,1111.65,14,427,20200609,Yes,TRUE,,
1965-AKTSX,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,78.95,78.7,1101.85,14,425,20200611,Yes,TRUE,,
2154-KVJFF,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,79.75,79.4,1111.85,14,424,20200611,Yes,TRUE,,
2845-HSJCY,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,87.25,89.9,1258.6,14,439,20200528,Yes,TRUE,,
3143-JQEGI,Female,TRUE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,88.35,87.3,1222.8,14,421,20200615,Yes,TRUE,,
3621-CEOVK,Female,TRUE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,100.2,97.8,1369.8,14,416,20200620,Yes,TRUE,,
3663-MITLP,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,101.25,104.1,1457.25,14,438,20200529,Yes,TRUE,,
3793-MMFUH,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,95.05,92.1,1290,14,413,20200623,Yes,TRUE,,
4373-MAVJG,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),90.9,89.9,1259,14,421,20200614,Yes,TRUE,,
5688-KZTSN,Male,FALSE,0,Yes,Yes,3,TRUE,1,One Line,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Electronic check,20,20.6,288.05,14,438,20200528,Yes,TRUE,,
6227-HWPWX,Female,TRUE,0,No,Yes,2,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),69,71.1,994.8,14,439,20200528,Yes,TRUE,,
6615-NGGZJ,Male,FALSE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,100.55,101.1,1415.55,14,428,20200607,Yes,TRUE,,
6692-UDPJC,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,91.65,92.9,1301,14,432,20200604,Yes,TRUE,,
7508-MYBOG,Male,FALSE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,86.1,88.3,1235.55,14,436,20200530,Yes,TRUE,,
7683-CBDKJ,Male,FALSE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,65.45,67,937.6,14,436,20200531,Yes,TRUE,,
8008-HAWED,Male,FALSE,0,No,No,0,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,50.75,50.9,712.75,14,427,20200608,Yes,TRUE,,
8337-MSSXB,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,86.3,84.4,1180.95,14,416,20200619,Yes,TRUE,,
8519-QJGJD,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,75.35,73.3,1025.95,14,414,20200621,Yes,TRUE,,
8614-VGMMV,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,49.1,48.5,679.55,14,421,20200615,Yes,TRUE,,
9330-IJWIO,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,100.35,97.1,1358.85,14,412,20200624,Yes,TRUE,,
9420-LOJKX,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),99.1,101.9,1426.4,14,438,20200529,Yes,TRUE,,
9685-WKZGT,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,74.95,74.1,1036.75,14,421,20200615,Yes,TRUE,,
9947-OTFQU,Male,FALSE,1,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,74.4,76.7,1074.3,14,439,20200527,Yes,TRUE,,
0125-LZQXK,Male,FALSE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,101.35,103.6,1553.95,15,466,20200430,Yes,TRUE,,
0207-MDKNV,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,105.1,105.5,1582.75,15,458,20200508,Yes,TRUE,,
0236-HFWSV,Male,FALSE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,93.35,96.3,1444.65,15,471,20200426,Yes,TRUE,,
0529-ONKER,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,75.65,76.4,1146.65,15,461,20200505,Yes,TRUE,,
0680-DFNNY,Male,FALSE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,101.1,100.3,1504.05,15,453,20200514,Yes,TRUE,,
1120-BMWUB,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,53.9,55.6,834.15,15,471,20200426,Yes,TRUE,,
2189-WWOEW,Female,TRUE,0,No,Yes,2,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),85.9,84.6,1269.55,15,450,20200517,Yes,TRUE,,
2223-KAGMX,Female,TRUE,0,No,No,0,TRUE,1,One Line,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Bank transfer (automatic),19.4,19.3,289.3,15,454,20200513,Yes,TRUE,,
2272-QAGFO,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,74.3,73.1,1096.25,15,449,20200518,Yes,TRUE,,
2656-FMOKZ,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,74.45,76.4,1145.7,15,468,20200428,Yes,TRUE,,
2774-LVQUS,Female,TRUE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,83.05,83.9,1258.3,15,461,20200506,Yes,TRUE,,
2810-FTLEM,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,50.15,50.8,762.25,15,462,20200504,Yes,TRUE,,
3315-TOTBP,Male,FALSE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,76,75.4,1130.85,15,453,20200514,Yes,TRUE,,
3372-KWFBM,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,86.6,85.4,1281,15,450,20200517,Yes,TRUE,,
3426-NIYYL,Male,FALSE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,51.55,51,765.5,15,452,20200515,Yes,TRUE,,
3473-XIIIT,Female,TRUE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,100,102.3,1534.75,15,467,20200430,Yes,TRUE,,
3500-RMZLT,Female,TRUE,1,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,96.3,95.1,1426.75,15,451,20200516,Yes,TRUE,,
3540-RZJYU,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,86.2,84.7,1270.2,15,448,20200518,Yes,TRUE,,
4631-OACRM,Male,FALSE,1,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,79.4,77.1,1156.1,15,443,20200524,Yes,TRUE,,
5577-OTWWW,Female,TRUE,0,No,No,0,TRUE,1,One Line,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Bank transfer (automatic),19.75,19.8,297.3,15,458,20200509,Yes,TRUE,,
5908-QMGOE,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),74.2,75.6,1133.9,15,465,20200502,Yes,TRUE,,
6906-ANDWJ,Male,FALSE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),74.9,73.8,1107.25,15,450,20200517,Yes,TRUE,,
7459-RRWQZ,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),64.65,66.3,994.55,15,468,20200429,Yes,TRUE,,
7758-XKCBS,Male,FALSE,0,No,No,0,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,29.7,29.2,438.25,15,449,20200518,Yes,TRUE,,
8010-EZLOU,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,80.2,81.2,1217.25,15,462,20200505,Yes,TRUE,,
8020-BWHYL,Female,TRUE,1,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),75.3,76.5,1147.45,15,464,20200503,Yes,TRUE,,
8257-RZAHR,Female,TRUE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),64.7,62.7,941,15,442,20200524,Yes,TRUE,,
9221-OTIVJ,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,104.85,102.1,1531.4,15,444,20200522,Yes,TRUE,,
9474-PHLYD,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,59.45,59.5,892.65,15,457,20200510,Yes,TRUE,,
0637-YLETY,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),95.6,97.2,1555.65,16,495,20200402,Yes,TRUE,,
1075-BGWOH,Male,FALSE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,98.75,99.2,1587.55,16,489,20200408,Yes,TRUE,,
1112-CUNAO,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,89.85,89.1,1424.95,16,482,20200414,Yes,TRUE,,
1268-ASBGA,Female,TRUE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),85.35,85.9,1375.15,16,490,20200406,Yes,TRUE,,
1965-DDBWU,Male,FALSE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),89.05,90.5,1448.6,16,495,20200402,Yes,TRUE,,
2311-QYMUQ,Female,TRUE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),89.45,89.4,1430.25,16,486,20200410,Yes,TRUE,,
2528-HFYZX,Male,FALSE,1,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,76.45,77.1,1233.4,16,491,20200406,Yes,TRUE,,
3753-TSEMP,Female,TRUE,0,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,88.15,86.9,1390.6,16,480,20200417,Yes,TRUE,,
3755-JBMNH,Male,FALSE,1,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),71.8,73,1167.8,16,495,20200402,Yes,TRUE,,
3884-HCSWG,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,70,71.5,1144.5,16,497,20200330,Yes,TRUE,,
4385-GZQXV,Female,TRUE,1,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,94.45,94.5,1511.2,16,487,20200410,Yes,TRUE,,
4488-PSYCG,Male,FALSE,0,No,No,0,TRUE,1,One Line,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Bank transfer (automatic),20.25,20.5,327.45,16,492,20200405,Yes,TRUE,,
4514-GFCFI,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,84.75,84.4,1350.15,16,485,20200412,Yes,TRUE,,
4547-LYTDD,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,72.65,74.6,1194.3,16,500,20200327,Yes,TRUE,,
4925-LMHOK,Male,FALSE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),58.6,58.7,939.7,16,488,20200409,Yes,TRUE,,
5565-FILXA,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,96.15,95.6,1529.2,16,484,20200413,Yes,TRUE,,
6087-MVHJH,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,88.45,88.9,1422.1,16,489,20200407,Yes,TRUE,,
6100-QQHEB,Male,FALSE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,92.55,94.7,1515.1,16,498,20200330,Yes,TRUE,,
6127-ISGTU,Female,TRUE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,84.95,86.1,1378.25,16,493,20200403,Yes,TRUE,,
6240-EURKS,Female,TRUE,0,No,Yes,2,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,35,34.6,553,16,481,20200416,Yes,TRUE,,
6581-NQCBA,Female,TRUE,0,Yes,No,1,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,49.95,50.6,810.2,16,493,20200403,Yes,TRUE,,
7029-RPUAV,Male,FALSE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),100.45,101.4,1622.45,16,491,20200405,Yes,TRUE,,
7083-YNSKY,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Credit card (automatic),25.4,25,399.6,16,479,20200418,Yes,TRUE,,
7395-IGJOS,Male,FALSE,1,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),81.5,83.1,1329.2,16,496,20200331,Yes,TRUE,,
7503-QQRVF,Male,FALSE,1,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),74.3,73.6,1178.25,16,482,20200414,Yes,TRUE,,
7861-UVUFT,Female,TRUE,0,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,84.3,81.8,1308.4,16,472,20200424,Yes,TRUE,,
8063-RJYNF,Male,FALSE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,94.25,92.7,1483.25,16,479,20200418,Yes,TRUE,,
8245-UMPYT,Female,TRUE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,96.4,98.8,1581.2,16,499,20200329,Yes,TRUE,,
8519-IMDHU,Male,FALSE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),85.6,84.1,1345.55,16,478,20200418,Yes,TRUE,,
9103-TCIHJ,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,55.7,56.2,899.8,16,491,20200405,Yes,TRUE,,
9170-CCKOU,Male,FALSE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),90.2,90.9,1454.15,16,490,20200406,Yes,TRUE,,
9560-ARGQJ,Female,TRUE,0,No,Yes,2,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,81,82,1312.15,16,493,20200404,Yes,TRUE,,
9578-VRMNM,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),65.2,65.2,1043.35,16,487,20200410,Yes,TRUE,,
0378-NHQXU,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,88.25,85.9,1460.65,17,503,20200324,Yes,TRUE,,
0786-VSSUD,Male,FALSE,1,No,No,0,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Mailed check,39,40,679.85,17,530,20200226,Yes,TRUE,,
1092-GANHU,Male,FALSE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,76.65,77.3,1313.55,17,521,20200306,Yes,TRUE,,
1585-MQSSU,Male,FALSE,0,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,51.5,53,900.5,17,532,20200225,Yes,TRUE,,
1792-UXAFY,Female,TRUE,1,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,89.15,88.1,1496.9,17,511,20200317,Yes,TRUE,,
2332-EFBJY,Male,FALSE,0,No,No,0,TRUE,1,One Line,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Mailed check,19.7,20.1,342.4,17,529,20200228,Yes,TRUE,,
2719-BDAQO,Male,FALSE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,93.85,95.6,1625.65,17,527,20200301,Yes,TRUE,,
2955-BJZHG,Male,FALSE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,80.85,82.4,1400.85,17,527,20200229,Yes,TRUE,,
2979-SXESE,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,94.4,94.5,1607.2,17,518,20200310,Yes,TRUE,,
3211-ILJTT,Male,FALSE,0,Yes,No,1,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),70.4,71.4,1214.05,17,525,20200303,Yes,TRUE,,
3346-BRMIS,Female,TRUE,1,Yes,No,1,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,48.35,47.7,810.7,17,510,20200317,Yes,TRUE,,
4248-QPAVC,Female,TRUE,1,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),85.35,86.1,1463.45,17,522,20200306,Yes,TRUE,,
4558-FANTW,Female,TRUE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,91.85,92.6,1574.45,17,521,20200306,Yes,TRUE,,
4652-NNHNY,Male,FALSE,0,Yes,No,1,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Bank transfer (automatic),73.85,75.5,1284.2,17,529,20200228,Yes,TRUE,,
4690-LLKUA,Male,FALSE,1,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,45.05,45.3,770.6,17,520,20200307,Yes,TRUE,,
4695-VADHF,Male,FALSE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,57.45,58.3,990.85,17,525,20200303,Yes,TRUE,,
5087-SUURX,Female,TRUE,0,Yes,No,1,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,39.05,39.4,669.85,17,522,20200306,Yes,TRUE,,
6413-XKKPU,Male,FALSE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,89.4,90.6,1539.45,17,524,20200304,Yes,TRUE,,
7562-GSUHK,Female,TRUE,0,No,No,0,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),93.2,92.6,1573.7,17,514,20200314,Yes,TRUE,,
7812-FZHPE,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,FALSE,0,No Internet Service,FALSE,Phone Only,0,Month-to-Month,Mailed check,24.1,24.1,409.9,17,517,20200310,Yes,TRUE,,
8679-JOEVF,Female,TRUE,1,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,59.4,60.2,1023.9,17,524,20200303,Yes,TRUE,,
8773-HHUOZ,Female,TRUE,0,No,Yes,2,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Mailed check,64.7,64.3,1093.1,17,514,20200314,Yes,TRUE,,
9102-IAYHT,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,85.45,85.4,1451.6,17,517,20200311,Yes,TRUE,,
9492-TOKRI,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Credit card (automatic),90,89.8,1527.35,17,516,20200311,Yes,TRUE,,
9658-WYUFB,Female,TRUE,0,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,94.4,95.1,1617.5,17,521,20200306,Yes,TRUE,,
9824-BEMCV,Male,FALSE,0,Yes,Yes,3,TRUE,1,One Line,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,69,67.6,1149.65,17,507,20200321,Yes,TRUE,,
9874-QLCLH,Female,TRUE,0,Yes,Yes,3,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,104.2,102.6,1743.5,17,509,20200319,Yes,TRUE,,
0991-BRRFB,Male,FALSE,0,No,No,0,TRUE,1,One Line,TRUE,1,DSL,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,49.4,48.6,874.8,18,539,20200218,Yes,TRUE,,
1658-BYGOY,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,95.45,97.4,1752.55,18,558,20200129,Yes,TRUE,,
2011-TRQYE,Male,FALSE,0,No,No,0,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Credit card (automatic),33.5,33.3,600,18,545,20200212,Yes,TRUE,,
4283-FUTGF,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,79.85,81.8,1471.75,18,561,20200127,Yes,TRUE,,
4325-NFSKC,Male,FALSE,1,No,No,0,TRUE,2,Two or More Lines,TRUE,2,Fiber Optic,TRUE,Phone & Internet,0,Month-to-Month,Electronic check,90.6,92.2,1660,18,557,20200130,Yes,TRUE,,
5204-QZXPU,Male,FALSE,0,No,No,0,FALSE,0,No Phone Service,TRUE,1,DSL,FALSE,Internet Only,0,Month-to-Month,Electronic check,39.65,40.7,733.35,18,563,20200125,Yes,TRUE,,
